Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,ID,Students_tested,Reading_proficiency_rate,Average_proficiency,District_bans,Year,Diff_from_mean
,,,Alabama,Escambia county,,0.0,101350.0,2382,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Alabama,Etowah county,,0.0,101380.0,4729,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Alabama,Eufaula city,,0.0,101410.0,1384,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Alabama,Fairfield city,,0.0,101440.0,985,17.0,54.32355555555556,0.0,2021,-37.32355555555556
,,,Alabama,Fayette county,,0.0,101470.0,1238,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Alabama,Florence city,,0.0,101530.0,2223,41.0,54.32355555555556,0.0,2021,-13.323555555555558
,,,Alabama,Fort payne city,,0.0,101560.0,1648,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Alabama,Franklin county,,0.0,101590.0,1726,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Alabama,Gadsden city,,0.0,101620.0,2587,34.0,54.32355555555556,0.0,2021,-20.32355555555556
,,,Alabama,Geneva city,,0.0,101640.0,675,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Alabama,Geneva county,,0.0,101660.0,1489,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Alabama,Greene county,,0.0,101680.0,612,13.0,54.32355555555556,0.0,2021,-41.32355555555556
,,,Alabama,Guntersville city,,0.0,101690.0,1049,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Alabama,Hale county,,0.0,101710.0,1372,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Alabama,Haleyville city,,0.0,101720.0,897,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Alabama,Hartselle city,,0.0,101730.0,1635,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Alabama,Henry county,,0.0,101740.0,1367,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Alabama,Homewood city,,0.0,101760.0,2054,66.0,54.32355555555556,0.0,2021,11.676444444444442
,,,Alabama,Houston county,,0.0,101770.0,3449,46.0,54.32355555555556,0.0,2021,-8.323555555555558
,,,Alabama,Huntsville city,,0.0,101800.0,11185,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Alabama,Jackson county,,0.0,101830.0,2885,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Alabama,Jacksonville city,,0.0,101860.0,778,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Alabama,Jasper city,,0.0,101890.0,1463,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Alabama,Jefferson county,,0.0,101920.0,18952,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Alabama,Lamar county,,0.0,101950.0,1208,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Alabama,Lanett city,,0.0,101980.0,421,23.0,54.32355555555556,0.0,2021,-31.32355555555556
,,,Alabama,Lauderdale county,,0.0,102010.0,4492,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Alabama,Lawrence county,,0.0,102040.0,2560,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Alabama,Lee county,,0.0,102070.0,5338,41.0,54.32355555555556,0.0,2021,-13.323555555555558
,,,Alabama,Limestone county,,0.0,102100.0,4691,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Alabama,Linden city,,0.0,102130.0,269,19.0,54.32355555555556,0.0,2021,-35.32355555555556
,,,Alabama,Lowndes county,,0.0,102160.0,811,21.0,54.32355555555556,0.0,2021,-33.32355555555556
,,,Alabama,Macon county,,0.0,102190.0,1045,21.0,54.32355555555556,0.0,2021,-33.32355555555556
,,,Alabama,Madison county,,0.0,102220.0,9474,52.0,54.32355555555556,0.0,2021,-2.323555555555558
,,,Alabama,Marengo county,,0.0,102250.0,621,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Alabama,Marion county,,0.0,102310.0,1819,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Alabama,Midfield city,,0.0,102350.0,654,17.0,54.32355555555556,0.0,2021,-37.32355555555556
,,,Alabama,Mobile county,,0.0,102370.0,28803,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Alabama,Monroe county,,0.0,102400.0,1857,30.0,54.32355555555556,0.0,2021,-24.32355555555556
,,,Alabama,Montgomery county,,0.0,102430.0,16177,29.0,54.32355555555556,0.0,2021,-25.32355555555556
,,,Alabama,Morgan county,,0.0,102480.0,4063,41.0,54.32355555555556,0.0,2021,-13.323555555555558
,,,Alabama,Mountain brook city,,0.0,102490.0,2466,81.0,54.32355555555556,0.0,2021,26.67644444444444
,,,Alabama,Muscle shoals city,,0.0,102520.0,1521,63.0,54.32355555555556,0.0,2021,8.676444444444442
,,,Alabama,Oneonta city,,0.0,102550.0,803,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Alabama,Opelika city,,0.0,102580.0,2201,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Alabama,Opp city,,0.0,102610.0,687,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Alabama,Oxford city,,0.0,102635.0,2177,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Alabama,Ozark city,,0.0,102640.0,1130,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Alabama,Pell city,,0.0,102650.0,2150,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Alabama,Perry county,,0.0,102670.0,828,16.0,54.32355555555556,0.0,2021,-38.32355555555556
,,,Alabama,Phenix city,,0.0,102700.0,3476,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Alabama,Pickens county,,0.0,102730.0,1401,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Alabama,Piedmont city,,0.0,102760.0,634,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Alabama,Pike county,,0.0,102790.0,1170,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Alabama,Randolph county,,0.0,102820.0,1172,31.0,54.32355555555556,0.0,2021,-23.32355555555556
,,,Alabama,Roanoke city,,0.0,102850.0,817,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Alabama,Russell county,,0.0,102880.0,1864,34.0,54.32355555555556,0.0,2021,-20.32355555555556
,,,Alabama,Russellville city,,0.0,102910.0,1370,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Alabama,Scottsboro city,,0.0,102940.0,1378,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Alabama,Selma city,,0.0,102970.0,1834,19.0,54.32355555555556,0.0,2021,-35.32355555555556
,,,Alabama,Sheffield city,,0.0,103000.0,515,28.0,54.32355555555556,0.0,2021,-26.32355555555556
,,,Alabama,Shelby county,,0.0,103030.0,10714,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Alabama,St clair county,,0.0,103062.0,4647,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Alabama,Sumter county,,0.0,103090.0,831,16.0,54.32355555555556,0.0,2021,-38.32355555555556
,,,Alabama,Sylacauga city,,0.0,103120.0,1236,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Alabama,Talladega city,,0.0,103150.0,1071,26.0,54.32355555555556,0.0,2021,-28.32355555555556
,,,Alabama,Talladega county,,0.0,103180.0,4091,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Alabama,Tallapoosa county,,0.0,103210.0,1546,30.0,54.32355555555556,0.0,2021,-24.32355555555556
,,,Alabama,Tallassee city,,0.0,103240.0,1004,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Alabama,Tarrant city,,0.0,103270.0,622,18.0,54.32355555555556,0.0,2021,-36.32355555555556
,,,Alabama,Thomasville city,,0.0,103300.0,706,41.0,54.32355555555556,0.0,2021,-13.323555555555558
,,,Alabama,Troy city,,0.0,103330.0,1031,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Alabama,Tuscaloosa city,,0.0,103360.0,5137,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Alabama,Tuscaloosa county,,0.0,103390.0,9371,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Alabama,Tuscumbia city,,0.0,103420.0,800,41.0,54.32355555555556,0.0,2021,-13.323555555555558
,,,Alabama,Vestavia hills city,,0.0,103430.0,3629,77.0,54.32355555555556,0.0,2021,22.67644444444444
,,,Alabama,Walker county,,0.0,103450.0,3777,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Alabama,Washington county,,0.0,103480.0,1642,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Alabama,Wilcox county,,0.0,103510.0,946,18.0,54.32355555555556,0.0,2021,-36.32355555555556
,,,Alabama,Winfield city,,0.0,103540.0,667,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Alabama,Winston county,,0.0,103580.0,1313,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Alaska,Lower kuskokwim school district,,0.0,200001.0,2557,5.0,54.32355555555556,0.0,2021,-49.32355555555556
,,,Alaska,Bering strait school district,,0.0,200020.0,988,6.0,54.32355555555556,0.0,2021,-48.32355555555556
,,,Alaska,Alaska gateway school district,,0.0,200050.0,205,18.0,54.32355555555556,0.0,2021,-36.32355555555556
,,,Alaska,Copper river school district,,0.0,200070.0,266,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Alaska,Craig city school district,,0.0,200090.0,327,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Alaska,Delta-greely school district,,0.0,200100.0,493,41.0,54.32355555555556,0.0,2021,-13.323555555555558
,,,Alaska,Dillingham city school district,,0.0,200120.0,270,26.0,54.32355555555556,0.0,2021,-28.32355555555556
,,,Alaska,Galena city school district,,0.0,200130.0,1737,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Alaska,Ketchikan gateway borough school district,,0.0,200150.0,1332,40.0,54.32355555555556,0.0,2021,-14.323555555555558
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Alaska,Anchorage school district,Administrator,41.0,200180.0,27500,39.0,54.32355555555556,1.0,2021,-15.323555555555558
,,,Alaska,Juneau borough school district,,0.0,200210.0,2805,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Alaska,Sitka school district,,0.0,200240.0,716,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Alaska,Kenai peninsula borough school district,,0.0,200390.0,5105,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Alaska,Kodiak island borough school district,,0.0,200480.0,1365,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Alaska,Matanuska-susitna borough school district,,0.0,200510.0,10368,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Alaska,Nenana city school district,,0.0,200540.0,283,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Alaska,Nome public schools,,0.0,200570.0,431,25.0,54.32355555555556,0.0,2021,-29.32355555555556
,,,Alaska,Fairbanks north star borough school district,,0.0,200600.0,7926,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Alaska,North slope borough school district,,0.0,200610.0,1036,10.0,54.32355555555556,0.0,2021,-44.32355555555556
,,,Alaska,Northwest arctic borough school district,,0.0,200625.0,1151,8.0,54.32355555555556,0.0,2021,-46.32355555555556
,,,Alaska,Petersburg borough school district,,0.0,200660.0,255,50.0,54.32355555555556,0.0,2021,-4.323555555555558
,,,Alaska,Southwest region school district,,0.0,200710.0,364,4.0,54.32355555555556,0.0,2021,-50.32355555555556
,,,Alaska,Unalaska city school district,,0.0,200720.0,225,44.0,54.32355555555556,0.0,2021,-10.323555555555558
,,,Alaska,Denali borough school district,,0.0,200770.0,490,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Alaska,Valdez city school district,,0.0,200780.0,370,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Alaska,Yukon-koyukuk school district,,0.0,200862.0,620,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Arizona,Cave creek unified district,,0.0,400001.0,3042,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Arizona,Chino valley unified district,,0.0,400003.0,1213,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Arizona,Clarkdale-jerome elementary district,,0.0,400004.0,321,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Arizona,Center for academic success  inc.,,0.0,400016.0,631,26.0,54.32355555555556,0.0,2021,-28.32355555555556
,,,Arizona,Colorado city unified district,,0.0,400021.0,256,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Arizona,Pinon unified district,,0.0,400023.0,650,12.0,54.32355555555556,0.0,2021,-42.32355555555556
,,,Arizona,Heber-overgaard unified district,,0.0,400026.0,233,30.0,54.32355555555556,0.0,2021,-24.32355555555556
,,,Arizona,Ridgeline academy  a challenge foundation academy,,0.0,400031.0,312,52.0,54.32355555555556,0.0,2021,-2.323555555555558
,,,Arizona,Reid traditional schools' valley academy  inc.,,0.0,400034.0,449,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Arizona,Heritage academy  inc.,,0.0,400053.0,247,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Arizona,Villa montessori charter school,,0.0,400054.0,311,64.0,54.32355555555556,0.0,2021,9.676444444444442
,,,Arizona,Arizona school for the arts,,0.0,400056.0,516,82.0,54.32355555555556,0.0,2021,27.67644444444444
,,,Arizona,Benjamin franklin charter school,,0.0,400065.0,1544,62.0,54.32355555555556,0.0,2021,7.676444444444442
,,,Arizona,Kingman academy of learning,,0.0,400074.0,746,52.0,54.32355555555556,0.0,2021,-2.323555555555558
,,,Arizona,Young scholars academy charter school corp.,,0.0,400075.0,237,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Arizona,Presidio school,,0.0,400081.0,217,46.0,54.32355555555556,0.0,2021,-8.323555555555558
,,,Arizona,Colorado river union high school district,,0.0,400082.0,453,20.0,54.32355555555556,0.0,2021,-34.32355555555556
,,,Arizona,Franklin phonetic primary school  inc.,,0.0,400092.0,297,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Arizona,Northland preparatory academy,,0.0,400097.0,375,58.0,54.32355555555556,0.0,2021,3.676444444444442
,,,Arizona,Flagstaff junior academy,,0.0,400098.0,206,44.0,54.32355555555556,0.0,2021,-10.323555555555558
,,,Arizona,Ball charter schools (hearn),,0.0,400100.0,391,52.0,54.32355555555556,0.0,2021,-2.323555555555558
,,,Arizona,Friendly house  inc.,,0.0,400102.0,216,15.0,54.32355555555556,0.0,2021,-39.32355555555556
,,,Arizona,Phoenix advantage charter school  inc.,,0.0,400109.0,303,16.0,54.32355555555556,0.0,2021,-38.32355555555556
,,,Arizona,Allen-cochran enterprises  inc.,,0.0,400111.0,237,65.0,54.32355555555556,0.0,2021,10.676444444444442
,,,Arizona,American leadership academy  inc.,,0.0,400112.0,2236,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Arizona,Acclaim charter school,,0.0,400122.0,232,27.0,54.32355555555556,0.0,2021,-27.32355555555556
,,,Arizona,American heritage academy,,0.0,400130.0,258,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Arizona,The charter foundation  inc.,,0.0,400131.0,431,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Arizona,Basis school  inc.,,0.0,400134.0,464,77.0,54.32355555555556,0.0,2021,22.67644444444444
,,,Arizona,Challenge school  inc.,,0.0,400135.0,285,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Arizona,Edkey  inc. - sequoia choice schools,,0.0,400157.0,487,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Arizona,Benchmark school  inc.,,0.0,400181.0,220,69.0,54.32355555555556,0.0,2021,14.676444444444442
,,,Arizona,Cambridge academy  east   inc,,0.0,400182.0,272,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Arizona,Ball charter schools (dobson),,0.0,400184.0,346,58.0,54.32355555555556,0.0,2021,3.676444444444442
,,,Arizona,Phoenix education management  llc,,0.0,400185.0,458,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Arizona,Liberty traditional charter school,,0.0,400190.0,327,20.0,54.32355555555556,0.0,2021,-34.32355555555556
,,,Arizona,Fit kids  inc. dba champion schools,,0.0,400191.0,371,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Arizona,Academy of tucson  inc.,,0.0,400202.0,373,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Arizona,Benson unified school district,,0.0,400212.0,653,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Arizona,American basic schools llc,,0.0,400218.0,434,25.0,54.32355555555556,0.0,2021,-29.32355555555556
,,,Arizona,Daisy education corporation dba sonoran science academy,,0.0,400223.0,390,46.0,54.32355555555556,0.0,2021,-8.323555555555558
,,,Arizona,Horizon community learning center  inc.,,0.0,400225.0,339,58.0,54.32355555555556,0.0,2021,3.676444444444442
,,,Arizona,Pathfinder charter school foundation,,0.0,400230.0,273,22.0,54.32355555555556,0.0,2021,-32.32355555555556
,,,Arizona,Self development charter school,,0.0,400232.0,208,78.0,54.32355555555556,0.0,2021,23.67644444444444
,,,Arizona,P.l.c. charter schools,,0.0,400239.0,728,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Arizona,Paragon management  inc.,,0.0,400241.0,1086,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Arizona,Edkey  inc. - sequoia charter school,,0.0,400244.0,508,14.0,54.32355555555556,0.0,2021,-40.32355555555556
,,,Arizona,Telesis center for learning  inc.,,0.0,400248.0,271,46.0,54.32355555555556,0.0,2021,-8.323555555555558
,,,Arizona,Tucson country day school  inc.,,0.0,400255.0,412,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Arizona,Southgate academy  inc.,,0.0,400259.0,346,8.0,54.32355555555556,0.0,2021,-46.32355555555556
,,,Arizona,Juniper tree academy,,0.0,400268.0,219,58.0,54.32355555555556,0.0,2021,3.676444444444442
,,,Arizona,Mohave accelerated learning center,,0.0,400280.0,243,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Arizona,Masada charter school  inc.,,0.0,400281.0,303,64.0,54.32355555555556,0.0,2021,9.676444444444442
,,,Arizona,Harvest power community development group  inc.,,0.0,400282.0,904,22.0,54.32355555555556,0.0,2021,-32.32355555555556
,,,Arizona,Omega alpha academy,,0.0,400284.0,234,30.0,54.32355555555556,0.0,2021,-24.32355555555556
,,,Arizona,Pan-american elementary charter,,0.0,400290.0,387,27.0,54.32355555555556,0.0,2021,-27.32355555555556
,,,Arizona,Kingman unified school district,,0.0,400295.0,3294,26.0,54.32355555555556,0.0,2021,-28.32355555555556
,,,Arizona,Calibre academy,,0.0,400310.0,446,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Arizona,E-institute charter schools  inc.,,0.0,400311.0,230,65.0,54.32355555555556,0.0,2021,10.676444444444442
,,,Arizona,Acorn montessori charter school,,0.0,400320.0,230,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Arizona,Success school,,0.0,400326.0,353,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Arizona,Pointe educational services,,0.0,400327.0,777,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Arizona,Primavera technical learning center,,0.0,400329.0,643,78.0,54.32355555555556,0.0,2021,23.67644444444444
,,,Arizona,Noah webster schools - mesa,,0.0,400340.0,542,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Arizona,Arizona community development corporation,,0.0,400361.0,1187,28.0,54.32355555555556,0.0,2021,-26.32355555555556
,,,Arizona,Academy of mathematics and science  inc.,,0.0,400368.0,204,62.0,54.32355555555556,0.0,2021,7.676444444444442
,,,Arizona,Tucson international academy  inc.,,0.0,400373.0,288,16.0,54.32355555555556,0.0,2021,-38.32355555555556
,,,Arizona,Cortez park charter middle school  inc.,,0.0,400376.0,234,24.0,54.32355555555556,0.0,2021,-30.32355555555556
,,,Arizona,Camelback education  inc,,0.0,400390.0,306,23.0,54.32355555555556,0.0,2021,-31.32355555555556
,,,Arizona,Lead charter schools,,0.0,400395.0,287,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Arizona,Cholla academy,,0.0,400402.0,213,17.0,54.32355555555556,0.0,2021,-37.32355555555556
,,,Arizona,Happy valley school  inc.,,0.0,400406.0,322,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Arizona,Mohave accelerated elementary school  inc.,,0.0,400413.0,211,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Arizona,Rosefield charter elementary school  inc.,,0.0,400424.0,356,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Arizona,East mesa charter elementary school  inc.,,0.0,400425.0,325,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Arizona,Arizona connections academy charter school  inc.,,0.0,400427.0,1259,44.0,54.32355555555556,0.0,2021,-10.323555555555558
,,,Arizona,Portable practical educational preparation  inc. (ppep  inc.,,0.0,400432.0,3052,34.0,54.32355555555556,0.0,2021,-20.32355555555556
,,,Arizona,Imagine charter elementary at desert west  inc.,,0.0,400438.0,405,22.0,54.32355555555556,0.0,2021,-32.32355555555556
,,,Arizona,Chandler preparatory academy,,0.0,400440.0,410,76.0,54.32355555555556,0.0,2021,21.67644444444444
,,,Arizona,Imagine middle at surprise  inc.,,0.0,400441.0,285,32.0,54.32355555555556,0.0,2021,-22.32355555555556
